time,word,wordId,cate,v,a
5/16/2013,dreams,2930,0,7.14,6.48
5/18/2013,hot,2954,0,5.73,4.76
5/19/2013,artist,2960,0,6.59,4.94
5/21/2013,sleep,2990,0,7.2,2.8
5/21/2013,cheer,2997,0,7.1,5.33
5/21/2013,life,3017,0,7.27,6.02
5/21/2013,bad,3019,0,3.24,4.86
5/23/2013,song,3034,0,7.1,6.07
5/23/2013,know,3036,0,6.93,5.77
5/23/2013,excited,3039,0,8.11,6.43
5/23/2013,right,3044,0,6.45,4.79
5/23/2013,divorce,3046,0,2.49,5.39
5/23/2013,hunger,3048,0,2.76,5.36
5/24/2013,neighborhood,3055,0,6.09,4.05
5/25/2013,country,3072,0,5.93,5.26
5/25/2013,sing,3085,0,7.5,4.1
5/25/2013,fact,3097,0,6.23,3.29
5/25/2013,spree,3100,0,5.95,5
5/25/2013,god,3103,0,5.9,5.56
5/26/2013,cute,3110,0,7.56,5.05
5/26/2013,me,3117,0,8.06,5.97
5/26/2013,thing,3119,0,4.83,4.17
5/26/2013,preach,3123,0,5.41,5.89
5/27/2013,daughter,3147,0,6.73,5
5/27/2013,deserve,3160,0,6.77,4.5
5/28/2013,me,3168,0,8.06,5.97
5/28/2013,rude,3174,0,2.5,6.31
5/29/2013,work,3190,0,3.96,5.11
5/29/2013,favorite,3193,0,7.39,4.4
5/29/2013,grab,3203,0,5.44,4.5
5/29/2013,flow,3207,0,5.68,3.71
5/29/2013,beautiful,3217,0,7.61,5.71
5/30/2013,happy,3223,0,8.47,6.05
5/30/2013,air,3232,0,6.34,4.12
5/30/2013,full,3233,0,6,3.48
6/1/2013,fall,3262,0,3.89,4.24
6/2/2013,love,3269,0,8,5.36
6/2/2013,maroon,3273,0,5.41,4.37
6/2/2013,nice,3282,0,6.55,4.38
6/2/2013,know,3286,0,6.93,5.77
6/2/2013,friend,3303,0,6.79,4.29
6/3/2013,me,3313,0,8.06,5.97
6/3/2013,cry,3319,0,3.22,5.45
10/3/2012,wonderful,23,1,7.41,4.57
10/4/2012,intense,27,1,5.65,6.6
10/5/2012,me,44,1,8.06,5.97
10/5/2012,bad,70,1,3.24,4.86
10/5/2012,bout,71,1,3.9,3.67
10/5/2012,president,74,1,5.23,4.71
10/5/2012,girl,76,1,6.87,4.29
10/5/2012,me,79,1,8.06,5.97
10/6/2012,want,90,1,5.25,6
10/6/2012,world,92,1,6.5,5.32
10/6/2012,cast,93,1,4.46,4.5
10/6/2012,serious,94,1,5.08,4
10/6/2012,cut,102,1,3.64,5
10/7/2012,birthday,118,1,6.37,4.6
10/7/2012,happy,119,1,8.47,6.05
10/9/2012,day,145,1,6.66,5
10/10/2012,me,151,1,8.06,5.97
10/10/2012,rascal,152,1,4.6,4.5
10/10/2012,time,155,1,5.6,3.41
10/11/2012,love,165,1,8,5.36
10/13/2012,night,179,1,6.06,5.94
10/13/2012,ship,180,1,6.14,3.94
10/13/2012,name,181,1,5.55,4.25
10/13/2012,effort,187,1,6.47,4.12
10/13/2012,give,190,1,7.13,5.33
10/13/2012,pretty,195,1,7.7,5.5
10/13/2012,good,196,1,7.89,3.66
10/16/2012,imagine,217,1,7.32,5.98
10/17/2012,me,218,1,8.06,5.97
10/17/2012,kind,219,1,7.78,3.19
10/18/2012,ocean,223,1,7.12,4.95
10/18/2012,change,224,1,5.09,4.05
10/19/2012,love,242,1,8,5.36
10/19/2012,wrong,244,1,3.24,5.29
10/19/2012,like,248,1,7.52,6.63
10/19/2012,dreams,266,1,7.14,6.48
10/20/2012,sleep,274,1,7.2,2.8
10/20/2012,brother,282,1,6.18,4.48
10/21/2012,christmas,294,1,7.8,6.27
10/21/2012,love,296,1,8,5.36
10/21/2012,birthday,298,1,6.37,4.6
10/23/2012,wait,316,1,4.55,3.62
10/24/2012,fall,323,1,3.89,4.24
10/24/2012,class,331,1,4.37,3.93
10/25/2012,want,347,1,5.25,6
10/25/2012,end,349,1,3.44,4.44
10/26/2012,loving,351,1,8.28,6.21
10/26/2012,week,370,1,5.35,4.38
10/27/2012,lovely,372,1,7.55,3.95
10/27/2012,fact,373,1,6.23,3.29
10/27/2012,like,385,1,7.52,6.63
10/27/2012,right,390,1,6.45,4.79
10/28/2012,like,405,1,7.52,6.63
10/28/2012,hang,411,1,4.33,5.4
10/28/2012,breeze,413,1,6.85,4.37
10/30/2012,care,426,1,7.53,6.03
10/30/2012,cold,431,1,4.32,3.55
10/31/2012,song,432,1,7.1,6.07
10/31/2012,head,433,1,6.63,5.7
10/31/2012,rough,442,1,4.74,5.33
10/31/2012,love,444,1,8,5.36
11/2/2012,love,470,1,8,5.36
11/2/2012,guitar,473,1,6.86,5.82
11/2/2012,happy,477,1,8.47,6.05
11/3/2012,hand,479,1,5.95,4.4
11/3/2012,people,482,1,7.33,5.94
11/4/2012,security,487,1,7.28,4.22
11/4/2012,time,490,1,5.6,3.41
11/5/2012,lesson,497,1,5.57,3.8
11/7/2012,perfection,514,1,6.59,5.55
11/10/2012,country,535,1,5.93,5.26
11/11/2012,passion,542,1,7.53,6.08
11/12/2012,want,552,1,5.25,6
11/13/2012,boring,561,1,2.71,2.85
11/14/2012,die,578,1,1.67,6.9
11/14/2012,care,586,1,7.53,6.03
11/16/2012,time,608,1,5.6,3.41
11/16/2012,video,610,1,7.3,5.67
11/17/2012,food,627,1,7.52,4.69
11/18/2012,lazy,656,1,3.05,3.05
11/19/2012,know,659,1,6.93,5.77
11/19/2012,lovely,660,1,7.55,3.95
11/19/2012,day,666,1,6.66,5
11/20/2012,friend,678,1,6.79,4.29
11/21/2012,life,694,1,7.27,6.02
11/21/2012,build,698,1,6.33,3.38
11/21/2012,damn,711,1,4.32,5.1
11/21/2012,parachute,716,1,5.2,4.94
11/22/2012,love,728,1,8,5.36
11/22/2012,parade,737,1,6.37,4.8
11/22/2012,hope,742,1,7.48,5.29
11/22/2012,happy,745,1,8.47,6.05
11/23/2012,life,759,1,7.27,6.02
11/23/2012,food,763,1,7.52,4.69
11/23/2012,food,764,1,7.52,4.69
11/24/2012,right,780,1,6.45,4.79
11/24/2012,cuddle,782,1,7.6,3.83
11/24/2012,show,789,1,5.91,4.1
11/24/2012,loved,793,1,8.64,6.38
11/25/2012,work,802,1,3.96,5.11
11/27/2012,sense,811,1,6.09,3.7
11/27/2012,first,818,1,6.89,6.14
11/27/2012,me,826,1,8.06,5.97
11/27/2012,love,829,1,8,5.36
11/29/2012,like,847,1,7.52,6.63
11/29/2012,favor,848,1,6.46,4.54
12/1/2012,thing,870,1,4.83,4.17
12/3/2012,video,885,1,7.3,5.67
12/5/2012,think,900,1,6.41,5.34
12/6/2012,music,903,1,7.67,5.57
12/7/2012,know,918,1,6.93,5.77
12/8/2012,happy,944,1,8.47,6.05
12/9/2012,christmas,961,1,7.8,6.27
12/10/2012,die,963,1,1.67,6.9
12/10/2012,want,964,1,5.25,6
12/14/2012,world,993,1,6.5,5.32
12/15/2012,pretty,999,1,7.7,5.5
12/19/2012,glitter,1015,1,6.15,4.86
12/20/2012,lunch,1020,1,7.21,5.43
12/21/2012,corner,1042,1,4.36,3.91
12/22/2012,grapes,1056,1,6.61,4.67
12/23/2012,tree,1071,1,7.59,2.67
12/24/2012,album,1093,1,6.21,5.18
12/26/2012,thing,1113,1,4.83,4.17
12/29/2012,right,1143,1,6.45,4.79
12/29/2012,boyfriend,1146,1,5.74,5.73
12/29/2012,shopping,1158,1,6.48,5.79
12/31/2012,me,1179,1,8.06,5.97
12/31/2012,man,1180,1,6.73,5.24
12/31/2012,time,1201,1,5.6,3.41
1/2/2013,video,1214,1,7.3,5.67
1/2/2013,good,1218,1,7.89,3.66
1/2/2013,first,1224,1,6.89,6.14
1/2/2013,time,1225,1,5.6,3.41
1/5/2013,broom,1249,1,4.83,3.23
1/7/2013,chin,1269,1,5.29,3.31
1/7/2013,like,1271,1,7.52,6.63
1/8/2013,want,1280,1,5.25,6
1/8/2013,right,1285,1,6.45,4.79
1/8/2013,watch,1287,1,5.45,3.37
1/8/2013,winter,1288,1,5.79,5.32
1/8/2013,people,1292,1,7.33,5.94
1/10/2013,disabled,1305,1,2.7,3.71
1/12/2013,house,1331,1,7.26,4.56
1/12/2013,visit,1332,1,6.56,3.9
1/13/2013,deserve,1337,1,6.77,4.5
1/13/2013,tired,1340,1,4.29,3.67
1/13/2013,fatty,1343,1,2.38,3.35
1/14/2013,suck,1347,1,3.71,5.6
1/17/2013,weird,1360,1,5.09,4.29
1/20/2013,want,1382,1,5.25,6
1/22/2013,dismissal,1405,1,4.05,4.48
1/22/2013,year,1410,1,5.41,4.22
1/22/2013,tired,1414,1,4.29,3.67
1/24/2013,right,1422,1,6.45,4.79
1/24/2013,heart,1426,1,7.39,6.34
1/25/2013,eat,1439,1,7.1,4.38
1/26/2013,twilight,1452,1,7.23,4.7
1/26/2013,constant,1454,1,5.9,2.81
1/26/2013,happy,1459,1,8.47,6.05
1/27/2013,food,1462,1,7.52,4.69
1/28/2013,bad,1469,1,3.24,4.86
1/29/2013,luck,1474,1,6.73,4.57
1/29/2013,week,1480,1,5.35,4.38
1/31/2013,beautiful,1485,1,7.61,5.71
2/2/2013,bum,1496,1,3.64,4.39
2/2/2013,bum,1497,1,3.64,4.39
2/2/2013,man,1499,1,6.73,5.24
2/3/2013,like,1505,1,7.52,6.63
2/3/2013,goo,1516,1,4.68,3.65
2/3/2013,preach,1522,1,5.41,5.89
2/3/2013,city,1525,1,6.03,5.24
2/6/2013,haven,1546,1,6.36,2.9
2/6/2013,power,1547,1,6.54,6.67
2/7/2013,fire,1563,1,4.32,6.05
2/8/2013,hungry,1565,1,3.54,5.6
2/9/2013,family,1570,1,7.65,4.8
2/13/2013,butt,1576,1,5.36,5.2
2/14/2013,day,1587,1,6.66,5
2/14/2013,valentine,1592,1,8.11,6.06
2/14/2013,love,1598,1,8,5.36
2/16/2013,stealth,1603,1,5.45,4.22
2/16/2013,love,1607,1,8,5.36
2/16/2013,good,1609,1,7.89,3.66
2/16/2013,church,1615,1,5.21,3.63
2/16/2013,good,1616,1,7.89,3.66
2/16/2013,school,1620,1,5.41,4.57
2/17/2013,want,1636,1,5.25,6
2/17/2013,god,1637,1,5.9,5.56
2/17/2013,love,1639,1,8,5.36
2/17/2013,parachute,1642,1,5.2,4.94
2/20/2013,want,1658,1,5.25,6
2/24/2013,young,1672,1,6.31,4.09
2/24/2013,love,1673,1,8,5.36
2/24/2013,afraid,1677,1,2.25,5.12
2/26/2013,killing,1682,1,1.95,5.52
2/27/2013,know,1690,1,6.93,5.77
2/27/2013,think,1693,1,6.41,5.34
2/27/2013,head,1698,1,6.63,5.7
2/27/2013,family,1699,1,7.65,4.8
2/27/2013,suicide,1703,1,1.58,6.21
2/27/2013,save,1705,1,7.26,4.62
3/1/2013,pretty,1715,1,7.7,5.5
3/3/2013,blessed,1722,1,7.5,3.55
3/3/2013,embrace,1727,1,7,5.82
3/3/2013,want,1735,1,5.25,6
3/5/2013,cute,1739,1,7.56,5.05
3/5/2013,hate,1752,1,1.96,6.26
3/6/2013,think,1754,1,6.41,5.34
3/7/2013,worth,1762,1,6.15,4.62
3/7/2013,know,1767,1,6.93,5.77
3/7/2013,glad,1771,1,7.55,3.71
3/8/2013,wish,1780,1,7.09,5.16
3/10/2013,birthday,1807,1,6.37,4.6
3/11/2013,break,1811,1,5.1,4.71
3/12/2013,area,1816,1,5.45,3.8
3/12/2013,heaven,1817,1,7.3,5.61
3/12/2013,friend,1821,1,6.79,4.29
3/12/2013,friend,1824,1,6.79,4.29
3/17/2013,flight,1856,1,6.69,6.25
3/17/2013,calm,1862,1,6.89,1.67
3/17/2013,day,1868,1,6.66,5
3/18/2013,me,1875,1,8.06,5.97
3/18/2013,news,1887,1,5.3,5.17
3/20/2013,captivity,1895,1,3.14,5.09
